file,C1,C1_violating_nodes,C2,C2_violating_nodes,C3,C3_violating_nodes,C4,C4_violating_nodes,C5,C5_violating_nodes,C6,C6_violating_nodes,error
1081.txt,True,,True,,True,,True,,True,,True,,
515.txt,True,,True,,True,,True,,True,,True,,
924.txt,True,,True,,True,,True,,True,,True,,
930.txt,True,,True,,True,,True,,True,,True,,
139.txt,True,,True,,True,,True,,True,,True,,
111.txt,True,,True,,True,,True,,True,,True,,
474.txt,True,,True,,True,,True,,False,7,True,,
1123.txt,True,,True,,True,,True,,True,,True,,
110.txt,True,,True,,True,,True,,True,,True,,
886.txt,True,,True,,True,,True,,True,,True,,
39.txt,True,,True,,True,,True,,True,,True,,
11.txt,True,,True,,True,,True,,True,,True,,
716.txt,True,,True,,True,,True,,True,,True,,
266.txt,True,,True,,True,,True,,True,,True,,
229.txt,True,,True,,True,,True,,True,,True,,
1232.txt,True,,False,,True,,True,,True,,True,,
956.txt,True,,True,,True,,True,,True,,False,"22, 20, 21, 19, 23, 18, 17",
759.txt,True,,True,,True,,True,,True,,True,,
822.txt,True,,True,,True,,True,,True,,True,,
163.txt,True,,True,,True,,True,,True,,True,,
375.txt,True,,True,,True,,True,,True,,True,,
1187.txt,True,,True,,True,,True,,True,,True,,
1193.txt,True,,True,,True,,True,,True,,True,,
349.txt,True,,True,,True,,True,,True,,True,,
348.txt,True,,True,,True,,True,,False,"14, 34",True,,
406.txt,True,,True,,True,,True,,True,,True,,
1186.txt,True,,True,,True,,True,,True,,True,,
1151.txt,True,,True,,True,,True,,True,,True,,
189.txt,True,,True,,True,,True,,True,,True,,
980.txt,True,,True,,True,,True,,True,,True,,
770.txt,True,,True,,True,,True,,True,,True,,
764.txt,True,,True,,True,,True,,True,,True,,
1019.txt,True,,True,,True,,True,,False,32,True,,
1025.txt,True,,True,,True,,True,,True,,True,,
955.txt,True,,True,,True,,True,,True,,True,,
1147.txt,True,,True,,True,,True,,True,,True,,
438.txt,True,,True,,True,,True,,True,,True,,
439.txt,True,,True,,True,,True,,False,"7, 11, 15, 23",True,,
411.txt,True,,True,,True,,True,,True,,True,,
1146.txt,True,,True,,True,,True,,True,,True,,
940.txt,True,,True,,True,,True,,True,,True,,
1218.txt,True,,True,,True,,True,,True,,True,,
559.txt,True,,True,,True,,True,,True,,True,,
561.txt,True,,True,,True,,True,,True,,True,,
950.txt,True,,True,,True,,True,,True,,True,,
373.txt,True,,True,,True,,True,,True,,False,"6, 5",
616.txt,False,,True,,True,,True,,True,,False,"3, 4, 2, 5, 1",
776.txt,True,,True,,True,,True,,True,,True,,
574.txt,True,,True,,True,,True,,True,,True,,
953.txt,True,,True,,True,,True,,True,,True,,
990.txt,True,,True,,True,,True,,True,,True,,
600.txt,True,,True,,True,,True,,True,,True,,
1141.txt,True,,True,,True,,True,,True,,False,"7, 10, 9, 8",
1155.txt,True,,True,,True,,True,,True,,True,,
416.txt,True,,True,,True,,True,,True,,True,,
1196.txt,True,,True,,True,,True,,True,,True,,
371.txt,True,,True,,True,,True,,True,,True,,
359.txt,True,,True,,True,,True,,True,,True,,
99.txt,True,,True,,True,,True,,True,,True,,
629.txt,True,,True,,True,,True,,True,,True,,
211.txt,True,,True,,True,,True,,False,7,True,,
1005.txt,True,,True,,True,,True,,True,,True,,
220.txt,True,,True,,True,,True,,True,,True,,
778.txt,True,,True,,True,,True,,True,,True,,
57.txt,True,,True,,True,,True,,True,,True,,
5.txt,True,,True,,True,,False,5,True,,True,,
803.txt,True,,True,,True,,True,,True,,True,,
618.txt,True,,True,,True,,True,,True,,True,,
368.txt,True,,True,,True,,True,,True,,True,,
427.txt,True,,True,,True,,True,,True,,True,,
341.txt,True,,True,,True,,True,,True,,True,,
95.txt,True,,True,,True,,True,,True,,True,,
631.txt,True,,True,,True,,True,,True,,True,,
962.txt,True,,True,,True,,True,,True,,False,"7, 8, 20, 9, 16, 11, 10, 17",
584.txt,True,,True,,True,,True,,True,,False,"10, 7, 8, 6, 9",
1010.txt,True,,True,,True,,False,10,False,2,False,10,
551.txt,True,,True,,True,,True,,True,,True,,
948.txt,True,,True,,True,,True,,True,,True,,
753.txt,True,,True,,True,,False,"5, 8",False,"7, 10",True,,
141.txt,True,,True,,True,,True,,True,,True,,
394.txt,True,,True,,True,,True,,True,,True,,
343.txt,True,,True,,True,,True,,True,,True,,
395.txt,True,,True,,True,,True,,True,,True,,
96.txt,True,,True,,True,,True,,True,,True,,
41.txt,True,,True,,True,,True,,True,,True,,
236.txt,True,,True,,True,,True,,True,,True,,
550.txt,True,,True,,True,,True,,False,3,True,,
597.txt,True,,True,,True,,True,,True,,True,,
232.txt,True,,True,,True,,True,,True,,True,,
971.txt,True,,True,,True,,True,,True,,True,,
51.txt,False,,True,,True,,True,,False,2,False,"10, 11, 12, 7, 1, 8, 6, 3, 13, 4, 2, 9, 14, 5",
811.txt,True,,True,,True,,True,,False,14,True,,
839.txt,True,,True,,True,,True,,True,,True,,
144.txt,True,,True,,True,,True,,True,,True,,
636.txt,True,,True,,True,,True,,True,,True,,
1188.txt,True,,True,,True,,True,,True,,True,,
347.txt,True,,True,,True,,True,,True,,True,,
637.txt,True,,True,,True,,True,,True,,True,,
151.txt,True,,True,,True,,True,,True,,True,,
623.txt,True,,True,,True,,True,,True,,True,,
186.txt,True,,True,,True,,True,,True,,True,,
233.txt,True,,True,,True,,True,,True,,True,,
1028.txt,True,,True,,True,,True,,True,,True,,
543.txt,True,,True,,True,,True,,True,,True,,
796.txt,True,,True,,True,,True,,True,,True,,
999.txt,True,,True,,True,,True,,False,16,True,,
153.txt,True,,True,,True,,True,,True,,True,,
351.txt,True,,True,,True,,True,,True,,True,,
344.txt,True,,True,,True,,True,,False,5,True,,
350.txt,True,,True,,True,,True,,True,,True,,
191.txt,True,,True,,True,,True,,True,,True,,
1.txt,True,,True,,True,,True,,True,,True,,
1203.txt,True,,True,,True,,True,,True,,True,,
595.txt,True,,True,,True,,True,,True,,True,,
1015.txt,True,,True,,True,,True,,True,,True,,
280.txt,True,,True,,True,,True,,True,,True,,
848.txt,True,,True,,True,,True,,True,,False,"7, 10, 9, 8",
860.txt,True,,True,,True,,True,,True,,True,,
653.txt,True,,True,,True,,True,,True,,True,,
322.txt,True,,False,,True,,True,,True,,False,"12, 22, 20, 13, 21, 24, 25, 11, 26, 2, 10, 14, 18, 17, 28, 15, 27, 6, 3, 16, 19, 4, 23, 5",
861.txt,True,,True,,True,,True,,True,,True,,
849.txt,True,,True,,True,,True,,True,,True,,
901.txt,True,,True,,True,,True,,True,,True,,
929.txt,True,,True,,True,,True,,True,,True,,
530.txt,True,,True,,True,,True,,True,,True,,
1067.txt,True,,True,,True,,True,,True,,True,,
1073.txt,True,,True,,True,,True,,True,,True,,
268.txt,True,,True,,True,,True,,True,,True,,
23.txt,True,,True,,True,,True,,True,,True,,
136.txt,False,,True,,True,,True,,True,,False,"7, 1, 8, 6, 3, 4, 2, 9, 5",
1139.txt,True,,True,,True,,True,,True,,True,,
902.txt,True,,True,,True,,True,,True,,True,,
916.txt,True,,True,,True,,True,,True,,True,,
269.txt,True,,True,,True,,True,,True,,True,,
241.txt,True,,True,,True,,True,,True,,True,,
282.txt,True,,True,,True,,True,,True,,True,,
1070.txt,True,,True,,True,,False,12,True,,True,,
251.txt,True,,True,,True,,True,,True,,True,,
682.txt,True,,False,,True,,True,,True,,True,,
127.txt,True,,True,,True,,True,,True,,True,,
480.txt,True,,True,,True,,True,,True,,True,,
126.txt,True,,True,,True,,True,,True,,True,,
27.txt,True,,True,,True,,True,,True,,True,,
278.txt,True,,True,,True,,True,,False,3,True,,
1061.txt,True,,True,,True,,True,,True,,True,,
1049.txt,True,,True,,True,,False,7,False,6,True,,
1088.txt,True,,True,,True,,True,,True,,True,,
31.txt,True,,True,,True,,True,,True,,True,,
19.txt,True,,True,,True,,True,,True,,True,,
326.txt,True,,True,,True,,True,,True,,True,,
1102.txt,True,,True,,True,,True,,True,,True,,
643.txt,True,,True,,True,,True,,True,,True,,
24.txt,True,,True,,True,,True,,True,,True,,
253.txt,True,,True,,True,,True,,True,,True,,
247.txt,True,,True,,True,,True,,False,"15, 21",True,,
509.txt,True,,True,,True,,True,,True,,True,,
